,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,FamilySize,Enrolled,Total
1144,Graduation,Alone,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,3,11,0,78,1,10,1103
1145,PostGraduated,Together,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,3,11,0,49,3,9,61
1146,Graduation,Together,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,3,11,1,42,3,10,145
1147,Graduation,Together,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,67,4,11,684
1148,PostGraduated,Together,57744.0,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,3,11,0,69,3,10,411
1149,Graduation,Alone,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,3,11,1,37,2,11,27
1150,PostGraduated,Alone,57513.0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,3,11,0,80,1,10,1060
1151,Graduation,Together,68142.0,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,3,11,0,59,3,11,1459
1152,Graduation,Together,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,44,3,11,18
1153,Graduation,Together,83145.0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,3,11,1,49,2,11,1833
1154,PostGraduated,Together,54197.0,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,3,11,0,63,3,9,237
1155,PostGraduated,Alone,23091.0,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,3,11,0,60,3,9,48
1156,Graduation,Together,46049.0,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,3,11,1,47,4,10,515
1157,Graduation,Together,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0,49,2,11,1020
1158,Graduation,Together,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,3,11,0,62,2,9,1370
1159,Graduation,Together,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,3,11,0,72,3,10,1026
1160,Graduation,Together,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,3,11,0,58,3,9,301
1161,Graduation,Together,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,67,4,11,684
1162,Graduation,Together,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,3,11,0,58,3,11,499
1163,Graduation,Together,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,3,11,0,29,2,11,1004
1164,PostGraduated,Together,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,3,11,0,49,3,10,218
1165,Graduation,Together,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,3,11,0,51,3,10,606
1166,UnderGraduate,Together,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,3,11,0,55,3,10,75
1167,Graduation,Together,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,3,11,0,55,5,11,106
1168,Graduation,Together,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,3,11,0,75,2,10,990
1169,Graduation,Alone,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,3,11,0,54,1,9,1097
1170,UnderGraduate,Together,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,3,11,0,27,2,9,16
1171,UnderGraduate,Together,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,49,2,9,34
1172,PostGraduated,Together,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,3,11,0,33,2,11,1711
1173,PostGraduated,Together,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,3,11,0,66,4,9,438
1174,UnderGraduate,Together,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,3,11,0,44,3,10,75
1175,PostGraduated,Together,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,3,11,0,63,3,10,225
1176,PostGraduated,Together,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,71,4,11,18
1177,Graduation,Together,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,3,11,0,42,3,10,470
1178,Graduation,Alone,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,3,11,0,42,3,10,91
1179,PostGraduated,Alone,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,3,11,0,32,1,9,2525
1180,Graduation,Together,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,3,11,0,73,3,10,504
1181,Graduation,Together,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,3,11,0,66,3,10,235
1182,PostGraduated,Alone,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,3,11,1,62,2,10,1232
1183,UnderGraduate,Alone,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,3,11,0,65,3,10,88
1184,Graduation,Alone,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,52,2,9,17
1185,Graduation,Alone,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,3,11,0,38,2,10,24
1186,Graduation,Together,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,3,11,0,58,4,10,60
1187,PostGraduated,Alone,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,3,11,0,71,2,10,1020
1188,PostGraduated,Together,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,3,11,0,61,3,11,155
1189,UnderGraduate,Together,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,3,11,0,49,4,9,51
1190,PostGraduated,Alone,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,53,1,11,1812
1191,PostGraduated,Alone,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,3,11,1,54,2,11,1461
1192,Graduation,Alone,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,3,11,0,63,2,9,96
1193,Graduation,Alone,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,3,11,0,71,2,9,160
1194,PostGraduated,Together,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,3,11,0,54,4,10,139
1195,PostGraduated,Alone,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,55,2,10,908
1196,UnderGraduate,Together,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0,58,3,10,183
1197,PostGraduated,Together,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,3,11,0,54,3,10,1161
1198,PostGraduated,Together,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,3,11,0,51,2,9,988
1199,UnderGraduate,Alone,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,3,11,0,62,2,11,1072
1200,Graduation,Together,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,0,46,4,10,174
1201,Graduation,Together,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,3,11,0,64,3,10,758
1202,PostGraduated,Together,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,3,11,0,65,3,10,195
1203,Graduation,Alone,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,44,2,11,31
1204,PostGraduated,Together,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,3,11,0,66,2,10,1084
1205,PostGraduated,Together,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,3,11,0,67,3,10,685
1206,PostGraduated,Together,84618.0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,58,2,10,1672
1207,Graduation,Together,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,3,11,0,33,2,10,43
1208,PostGraduated,Together,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,3,11,0,66,4,9,49
1209,Graduation,Together,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,3,11,0,58,3,10,133
1210,Graduation,Together,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,3,11,0,66,3,10,363
1211,Graduation,Together,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,3,11,0,68,3,10,545
1212,Graduation,Together,77044.0,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,3,11,0,51,3,10,1065
1213,Graduation,Together,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,3,11,0,54,2,10,2047
1214,Graduation,Together,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,3,11,0,51,4,11,296
1215,Graduation,Alone,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,3,11,1,48,3,10,140
1216,Graduation,Alone,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,3,11,0,58,2,10,530
1217,PostGraduated,Together,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,3,11,0,60,4,11,152
1218,PostGraduated,Together,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,32,2,10,1598
1219,Graduation,Alone,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,3,11,0,60,2,10,114
1220,UnderGraduate,Alone,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,3,11,0,37,2,11,101
1221,Graduation,Together,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,3,11,0,50,3,10,25
1222,UnderGraduate,Alone,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,3,11,0,66,1,10,789
1223,Graduation,Together,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,3,11,0,42,4,10,87
1224,PostGraduated,Alone,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,3,11,0,65,3,10,90
1225,PostGraduated,Together,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,3,11,0,64,3,10,1215
1226,PostGraduated,Alone,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,3,11,0,68,1,10,811
1227,Graduation,Together,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,3,11,1,37,3,11,61
1228,PostGraduated,Together,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,3,11,0,48,3,10,405
1229,PostGraduated,Together,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,68,4,9,72
1230,Graduation,Alone,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,3,11,0,52,3,10,189
1231,PostGraduated,Together,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,3,11,0,37,3,10,40
1232,Graduation,Alone,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,3,11,0,45,2,9,63
1233,Graduation,Together,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,3,11,0,40,3,10,52
1234,PostGraduated,Together,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,3,11,0,47,3,9,39
1235,Graduation,Together,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,3,11,0,52,3,9,805
1236,PostGraduated,Together,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,3,11,0,67,3,9,130
1237,Graduation,Together,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,3,11,0,51,2,10,1631
1238,Graduation,Together,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,34,3,10,34
1239,Graduation,Alone,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,3,11,0,71,3,10,152
1240,UnderGraduate,Alone,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,39,2,9,21
1241,PostGraduated,Together,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,3,11,0,56,5,10,71
1242,Graduation,Alone,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,3,11,0,61,2,9,899
1243,PostGraduated,Together,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,3,11,0,76,2,9,711
1244,PostGraduated,Together,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,3,11,0,45,3,11,351
1245,Graduation,Alone,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,3,11,0,52,1,9,8
1246,UnderGraduate,Alone,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,3,11,0,31,2,11,119
1247,Graduation,Together,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,3,11,0,55,4,10,21
1248,PostGraduated,Together,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,50,3,9,10
1249,Graduation,Together,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,3,11,0,48,3,9,973
1250,PostGraduated,Together,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,3,11,1,58,2,10,1536
1251,Graduation,Together,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,3,11,0,71,4,10,992
1252,PostGraduated,Together,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1,56,3,10,1529
1253,Graduation,Together,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,3,11,0,51,3,10,860
1254,Graduation,Alone,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,60,2,10,928
1255,PostGraduated,Together,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,3,11,1,53,4,11,418
1256,UnderGraduate,Together,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,1,68,3,11,587
1257,Graduation,Together,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,3,11,0,48,3,9,641
1258,Graduation,Together,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,3,11,0,47,4,9,23
1259,Graduation,Together,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,3,11,0,54,2,10,2279
1260,PostGraduated,Alone,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,50,3,9,49
1261,PostGraduated,Alone,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,3,11,1,40,1,10,1779
1262,PostGraduated,Together,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,3,11,0,41,2,10,1804
1263,Graduation,Together,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,3,11,0,63,4,10,48
1264,Graduation,Alone,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,3,11,1,71,3,9,83
1265,Graduation,Alone,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,48,1,10,1862
1266,PostGraduated,Together,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,3,11,1,60,4,11,793
1267,Graduation,Together,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,3,11,0,53,3,10,84
1268,PostGraduated,Together,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,3,11,0,75,3,10,183
1269,UnderGraduate,Alone,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,3,11,0,65,1,9,1383
1270,Graduation,Together,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,3,11,0,79,2,9,999
1271,PostGraduated,Alone,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,3,11,0,60,2,10,825
1272,Graduation,Alone,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,3,11,1,51,2,11,246
1273,PostGraduated,Together,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,3,11,0,57,4,10,610
1274,PostGraduated,Alone,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,3,11,0,55,2,11,76
1275,Graduation,Together,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,3,11,0,52,3,10,1286
1276,PostGraduated,Together,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,3,11,0,48,3,10,30
1277,Graduation,Together,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,3,11,0,59,5,10,99
1278,Graduation,Alone,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,3,11,0,45,1,11,1192
1279,Graduation,Together,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,3,11,0,48,3,10,362
1280,Graduation,Together,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,3,11,1,40,2,11,2130
1281,UnderGraduate,Alone,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,1,52,1,11,1229
1282,PostGraduated,Together,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,3,11,0,66,4,11,38
1283,PostGraduated,Together,39767.0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,3,11,0,72,2,10,485
1284,UnderGraduate,Together,26997.0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,3,11,0,72,2,11,434
1285,Graduation,Alone,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,53,2,10,44
1286,PostGraduated,Together,57091.0,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,3,11,1,51,3,11,496
1287,UnderGraduate,Together,46831.0,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,3,11,0,54,4,10,78
1288,PostGraduated,Together,83151.0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,1,51,2,10,2346
1289,Graduation,Together,52531.0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,3,11,0,52,2,11,794
1290,Graduation,Together,15759.0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,67,2,10,17
1291,Graduation,Alone,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,52,2,10,26
1292,UnderGraduate,Together,43050.0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,50,3,9,76
1293,PostGraduated,Alone,42997.0,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,46,3,10,15
1294,PostGraduated,Alone,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,60,3,9,62
1295,PostGraduated,Together,60033.0,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,3,11,0,69,3,9,198
1296,PostGraduated,Together,34043.0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,3,11,0,45,3,10,49
1297,Graduation,Together,57811.0,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,3,11,0,57,3,10,802
1298,Graduation,Together,78569.0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,3,11,1,77,2,9,1736
1299,Graduation,Alone,7500.0,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,3,11,0,45,3,11,57
1300,PostGraduated,Together,157733.0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,3,11,0,52,3,10,59
1301,Graduation,Together,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1,70,2,10,2302
1302,UnderGraduate,Together,23148.0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,3,11,0,38,2,9,37
1303,Graduation,Alone,44267.0,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,3,11,0,53,3,10,310
1304,Graduation,Together,71626.0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,3,11,0,44,2,11,1305
1305,Graduation,Together,60894.0,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,3,11,0,57,3,10,832
1306,Graduation,Together,50200.0,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,3,11,0,47,4,10,401
1307,PostGraduated,Together,81051.0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,3,11,0,58,2,9,1501
1308,Graduation,Together,65169.0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,3,11,1,41,2,9,1189
1309,Graduation,Together,59868.0,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,3,11,0,51,3,10,1194
1310,PostGraduated,Together,65695.0,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,3,11,0,63,3,9,656
1311,PostGraduated,Alone,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,3,11,0,67,1,11,1540
1312,PostGraduated,Together,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,3,11,0,58,3,10,311
1313,UnderGraduate,Together,74805.0,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,3,11,0,68,3,10,820
1314,UnderGraduate,Together,59060.0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,3,11,0,34,3,9,274
1315,PostGraduated,Alone,27238.0,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,3,11,0,61,3,10,57
1316,Graduation,Together,47009.0,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,3,11,0,58,3,10,448
1317,UnderGraduate,Together,46094.0,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,50,4,9,44
1318,Graduation,Together,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,51,4,10,102
1319,Graduation,Together,37235.0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,3,11,0,39,3,9,61
1320,PostGraduated,Together,81843.0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,3,11,0,63,2,10,1643
1321,PostGraduated,Together,46692.0,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,3,11,0,65,3,10,397
1322,Graduation,Together,77382.0,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,3,11,0,55,3,9,1121
1323,Graduation,Alone,37774.0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,3,11,1,46,3,11,473
1324,UnderGraduate,Together,18393.0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,3,11,0,49,3,9,50
1325,PostGraduated,Together,72828.0,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,3,11,0,61,3,10,1678
1326,Graduation,Together,24711.0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,3,11,0,41,2,9,58
1327,PostGraduated,Together,45503.0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,3,11,0,48,3,10,170
1328,PostGraduated,Alone,6560.0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,3,11,0,41,1,10,373
1329,PostGraduated,Together,71604.0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,3,11,1,78,2,10,1196
1330,Graduation,Together,27244.0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,3,11,0,44,3,9,101
1331,Graduation,Together,48752.0,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,3,11,1,54,4,11,316
1332,Graduation,Together,71434.0,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,3,11,0,61,3,10,1400
1333,Graduation,Alone,90842.0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,3,11,0,75,1,10,1424
1334,PostGraduated,Together,88097.0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,3,11,1,45,3,11,844
1335,Graduation,Together,51948.0,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,3,11,0,48,3,10,311
1336,Graduation,Together,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,41,2,10,1149
1337,PostGraduated,Together,35876.0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,3,11,0,40,2,9,129
1338,Graduation,Alone,40049.0,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,71,2,10,32
1339,Graduation,Alone,39660.0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,3,11,1,41,2,11,299
1340,Graduation,Together,50127.0,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,3,11,0,61,3,9,320
1341,PostGraduated,Together,43263.0,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,3,11,0,46,3,11,441
1342,PostGraduated,Together,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,1,74,4,11,1178
1343,Graduation,Together,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0,33,2,10,85
1344,UnderGraduate,Alone,24367.0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,41,2,10,24
1345,Graduation,Alone,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,48,2,10,112
1346,UnderGraduate,Together,26887.0,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,3,11,0,64,3,10,30
